signal_feature_alpha,signal_feature_beta,signal_feature_gamma,categorical_tier_rank,signal_feature_delta,system_efficiency_ratio,target_outcome_class
75.87,18.7,1.619,3,150.856,0.99,1
45.688,19.864,2.543,4,130.014,0.57,1
54.31,12.255,1.231,1,88.081,0.524,1
49.317,13.297,2.863,5,135.382,0.546,1
43.636,19.845,3.332,5,155.193,0.556,1
41.453,8.933,2.988,4,100.547,0.826,1
54.943,20.799,0.455,5,124.387,0.956,0
27.242,10.837,3.495,3,83.763,0.961,0
61.259,26.503,3.431,5,105.748,0.456,1
43.757,36.703,3.313,4,83.24,0.84,0
33.049,11.114,2.81,3,147.179,0.934,1
43.25,22.274,2.642,3,94.947,0.86,0
68.857,12.186,3.536,5,123.201,0.631,1
41.97,26.328,4.516,4,129.057,0.744,1
55.377,7.878,1.352,5,203.272,0.587,1
39.036,21.845,3.586,1,102.028,0.825,1
61.369,11.016,2.305,1,86.686,0.515,1
60.283,16.344,2.257,3,107.833,0.816,0
77.729,9.752,0.71,5,84.485,0.621,0
47.367,24.579,2.087,1,95.376,0.771,0
60.03,11.304,1.303,2,131.822,0.685,1
51.471,22.416,1.89,1,89.849,0.67,0
69.438,15.247,1.192,5,126.859,0.853,0
39.218,17.084,1.906,5,127.893,0.934,0
61.175,19.182,1.953,1,117.481,0.599,1
47.08,11.905,2.506,5,130.085,0.746,0
49.037,19.683,0.624,5,101.168,0.568,0
51.376,30.243,0.81,2,49.918,0.656,1
53.784,11.775,2.798,3,111.778,0.618,1
48.257,27.374,1.523,5,112.349,0.544,1
53.221,29.985,3.582,4,98.895,0.868,0
73.672,11.471,2.648,3,129.436,0.734,1
64.782,6.36,3.067,3,132.929,0.643,1
63.037,20.416,3.952,4,116.545,0.712,0
43.167,13.621,2.059,1,112.959,0.887,1
36.661,32.949,1.768,2,146.563,0.864,0
64.33,18.278,3.359,5,77.78,0.798,0
63.141,11.582,2.96,1,100.059,0.626,1
72.09,8.823,2.194,4,139.935,0.737,1
40.94,26.719,3.931,2,126.073,0.567,1
46.557,13.431,2.167,2,102.949,0.708,1
25.408,18.351,2.436,2,121.717,0.857,0
44.113,25.646,2.423,4,93.554,0.883,0
64.949,14.126,1.372,1,114.838,0.63,1
43.003,17.633,2.485,5,130.642,0.837,0
59.607,17.867,3.936,2,148.756,0.808,1
47.142,23.467,2.889,2,129.827,0.686,1
54.861,22.726,2.434,1,150.909,0.824,1
32.785,16.239,2.222,2,66.721,0.892,0
51.278,18.509,2.764,2,43.619,0.839,0
10.0,15.026,3.225,4,44.526,0.572,0
47.197,6.179,3.07,3,143.482,0.681,1
25.543,20.061,2.035,1,128.111,0.776,0
68.09,33.138,2.757,1,88.451,0.608,1
61.661,10.93,2.928,1,98.453,0.938,1
57.0,11.816,1.292,4,120.094,0.764,0
72.815,11.034,2.585,4,88.301,0.657,0
35.766,23.797,0.1,5,85.484,0.648,0
76.21,21.588,2.931,4,90.363,0.623,1
63.983,16.732,3.126,1,87.785,0.819,0
46.452,10.656,3.222,5,111.326,0.835,0
67.034,18.739,1.965,3,159.891,0.627,1
33.406,5.483,2.74,2,79.787,0.926,0
37.632,19.147,3.966,2,107.803,0.666,1
40.871,24.972,3.955,5,123.818,0.608,1
42.065,7.99,2.368,3,126.067,0.787,1
34.152,5.74,2.553,2,94.824,0.552,1
68.346,30.636,3.622,5,128.561,0.529,1
46.117,13.106,0.749,4,122.601,0.587,1
55.288,27.088,2.045,1,96.462,0.61,0
41.445,16.768,3.869,3,69.418,0.825,0
22.691,16.704,3.473,2,75.701,0.539,0
54.051,21.507,2.806,1,132.376,0.772,1
21.316,10.928,0.744,5,152.812,0.838,0
48.97,19.06,2.345,2,110.023,0.922,0
29.475,14.948,1.751,1,152.057,0.651,1
79.809,7.436,2.764,4,108.429,0.662,1
63.67,20.7,1.51,3,75.666,0.99,0
51.586,15.894,1.272,5,103.716,0.909,0
68.956,16.744,0.129,2,154.756,0.682,1
37.305,8.319,3.744,4,91.896,0.881,0
58.152,30.731,1.96,3,105.921,0.755,0
52.997,25.014,2.573,3,145.569,0.722,1
53.96,25.713,2.398,4,143.504,0.99,0
69.085,15.556,1.226,2,119.178,0.87,0
60.987,4.167,1.015,3,126.039,0.984,0
54.331,33.623,1.294,5,141.885,0.571,0
25.177,17.511,1.605,1,119.257,0.972,0
35.599,12.01,2.803,5,148.415,0.698,1
48.159,21.334,1.525,3,130.158,0.696,1
51.401,27.337,4.321,1,105.563,0.775,1
33.047,17.816,3.53,4,123.036,0.792,1
86.175,28.229,3.289,1,98.437,0.868,1
72.746,26.664,2.268,1,81.034,0.844,0
59.032,9.389,4.066,1,75.757,0.629,0
51.081,12.61,2.16,3,103.802,0.58,1
46.817,25.66,2.366,2,119.389,0.693,1
35.721,0.0,2.587,3,164.032,0.718,1
51.162,16.804,3.172,2,122.482,0.732,1
53.866,6.553,3.101,4,115.745,0.911,1
31.374,14.188,1.877,4,107.011,0.746,0
55.013,15.609,1.814,4,99.279,0.99,0
47.671,15.134,3.104,4,113.923,0.922,0
21.383,13.582,3.187,4,101.727,0.678,1
37.094,9.223,1.967,5,100.254,0.471,0
43.796,36.335,0.654,3,134.623,0.99,0
78.315,32.94,2.172,2,82.776,0.68,0
58.348,8.703,3.086,4,102.502,0.85,0
29.968,30.657,4.386,5,89.372,0.627,0
57.291,14.804,1.082,5,113.528,0.944,0
26.79,19.033,1.931,5,135.613,0.839,0
66.24,17.494,1.972,3,120.5,0.568,1
42.933,12.722,3.891,4,103.373,0.446,1
48.595,25.871,2.362,5,138.211,0.746,0
69.887,19.007,1.402,5,136.481,0.79,0
30.693,14.188,3.015,4,111.185,0.827,0
29.043,7.563,1.955,3,157.79,0.611,1
41.246,10.851,1.053,5,122.582,0.63,0
65.576,4.869,1.418,2,121.773,0.455,1
27.21,18.098,4.307,1,73.92,0.643,1
10.0,8.427,2.823,1,59.489,0.492,1
43.233,15.876,2.519,1,111.903,0.62,1
58.276,28.961,2.125,3,139.918,0.766,0
68.004,27.594,2.721,5,119.855,0.764,0
43.053,17.742,2.708,1,138.527,0.626,1
43.829,17.303,2.721,1,97.594,0.758,0
67.309,33.039,2.526,4,112.475,0.927,0
21.954,22.166,3.356,5,110.501,0.681,0
44.172,15.378,2.425,5,55.955,0.541,0
52.856,6.592,1.324,4,163.668,0.83,0
56.738,21.151,1.726,5,145.927,0.873,0
42.353,24.635,0.223,2,137.853,0.622,1
50.517,12.947,4.629,3,148.548,0.624,1
12.675,20.33,3.349,4,95.992,0.442,1
40.126,15.091,1.487,1,133.873,0.655,1
56.803,16.528,2.09,5,95.923,0.591,0
35.266,0.0,1.699,2,114.44,0.507,1
50.885,16.226,4.097,2,57.733,0.669,1
56.703,25.755,0.838,3,105.536,0.719,0
44.862,12.949,2.526,2,64.092,0.694,0
52.557,18.42,2.281,5,72.376,0.675,0
35.559,11.952,3.31,5,108.389,0.933,0
46.901,20.884,2.286,2,88.768,0.763,0
59.153,16.268,0.466,5,120.169,0.811,0
52.355,10.486,2.124,5,160.249,0.973,0
41.202,28.66,1.331,1,91.349,0.858,0
53.363,25.431,2.488,4,102.057,0.682,0
60.719,13.161,3.978,5,129.935,0.461,1
19.251,21.982,0.487,5,89.903,0.668,0
67.386,22.299,1.52,3,88.538,0.924,0
44.956,23.138,1.792,4,96.667,0.857,0
56.382,4.446,1.98,4,136.426,0.669,0
67.959,26.053,3.214,4,56.954,0.709,0
29.425,13.442,2.209,2,84.575,0.738,1
39.358,15.137,2.857,1,155.927,0.634,1
45.672,39.103,1.712,1,20.0,0.642,0
38.244,20.415,2.653,3,106.179,0.629,1
76.024,14.909,3.256,4,155.898,0.789,1
37.148,0.358,1.594,4,167.3,0.572,0
41.667,29.118,3.259,5,133.981,0.922,0
53.066,7.238,2.458,2,145.155,0.719,1
31.968,9.972,3.55,2,81.542,0.565,1
44.065,15.349,2.178,3,84.006,0.864,0
54.762,29.331,2.819,1,161.425,0.93,1
45.007,24.186,2.355,4,102.085,0.99,0
48.599,16.737,2.294,3,53.688,0.912,0
42.06,20.466,2.685,2,122.552,0.597,1
27.283,13.197,2.99,2,104.27,0.749,1
54.824,19.117,1.025,2,112.434,0.99,0
76.324,18.587,3.977,4,38.562,0.611,0
50.276,25.75,0.354,4,30.554,0.542,0
53.379,25.737,1.647,4,119.077,0.665,0
60.391,21.952,2.296,5,100.906,0.578,0
30.96,15.101,2.854,1,96.294,0.635,1
75.538,23.935,4.134,2,121.715,0.627,1
53.035,17.264,0.356,2,86.634,0.82,0
74.478,9.345,1.842,5,102.037,0.538,1
39.005,14.774,0.1,2,96.537,0.738,0
77.271,18.676,2.435,2,136.563,0.613,1
61.627,25.282,2.699,4,53.634,0.797,0
58.296,16.532,4.15,4,90.579,0.812,0
53.51,8.326,2.533,1,142.693,0.845,1
46.272,18.454,3.548,2,84.886,0.845,0
68.008,18.908,3.042,3,113.599,0.633,1
52.105,19.487,1.921,2,160.083,0.719,1
20.494,25.359,0.85,2,114.752,0.926,0
33.242,26.151,2.703,1,174.215,0.782,1
47.212,13.246,0.759,3,151.997,0.844,0
54.65,13.071,3.825,2,90.45,0.55,1
49.151,9.678,2.222,3,72.079,0.854,0
68.285,23.591,3.715,4,91.882,0.456,1
20.733,29.591,1.872,4,121.402,0.506,0
52.154,15.479,2.696,3,120.388,0.594,1
22.73,16.069,2.63,2,129.936,0.78,0
61.396,29.734,2.35,3,82.238,0.804,0
48.583,22.044,1.924,3,86.651,0.606,1
56.294,21.49,2.832,4,126.756,0.451,1
37.042,8.473,1.381,3,169.727,0.853,1
69.192,23.43,1.07,5,77.091,0.802,0
65.626,10.567,3.767,5,107.827,0.78,1
58.753,8.928,3.2,4,99.206,0.99,0
48.057,15.226,2.472,2,114.361,0.741,1
58.698,13.314,4.232,2,74.083,0.581,1
39.397,16.227,2.105,4,112.644,0.906,0
62.833,6.472,3.855,2,146.623,0.663,1
74.742,25.671,2.593,1,61.28,0.705,0
66.059,27.021,1.273,5,139.881,0.645,1
39.056,2.421,4.433,1,74.153,0.603,1
55.421,25.828,3.49,1,117.744,0.661,1
30.603,11.516,2.267,1,124.664,0.933,0
58.586,24.856,3.2,4,121.255,0.571,1
56.759,17.452,1.956,1,99.996,0.87,1
21.953,18.23,3.312,3,129.875,0.461,1
32.573,16.519,0.1,2,72.283,0.944,0
45.753,27.697,1.278,4,137.437,0.959,0
45.487,8.083,3.477,3,96.049,0.577,1
31.858,22.863,2.125,3,119.66,0.731,0
55.835,26.811,2.628,5,99.457,0.81,0
53.772,23.731,0.919,5,155.963,0.635,0
47.086,36.598,4.433,3,123.159,0.984,0
38.663,13.768,3.71,5,129.582,0.723,0
65.731,25.658,2.179,2,133.627,0.647,1
74.831,17.151,1.955,2,102.77,0.731,0
42.747,27.867,3.533,5,118.678,0.617,0
40.817,17.938,4.581,1,114.959,0.723,1
57.368,14.897,3.449,3,129.347,0.657,1
44.63,28.449,4.789,2,96.632,0.611,1
47.909,14.068,1.385,5,88.803,0.832,0
61.095,6.698,1.499,5,145.454,0.483,1
21.36,13.865,1.092,2,133.601,0.967,0
69.775,22.952,2.886,2,84.819,0.752,0
51.09,29.136,2.593,1,167.067,0.979,1
43.828,18.889,2.233,5,92.858,0.855,0
48.661,28.546,3.29,5,113.559,0.532,1
49.436,7.135,3.756,4,145.061,0.73,1
24.032,14.454,0.722,1,144.775,0.469,1
72.424,15.691,1.743,2,88.836,0.593,1
50.62,17.084,3.302,2,125.517,0.701,1
56.645,18.673,1.885,3,100.694,0.621,1
64.273,23.527,1.522,2,122.587,0.653,1
34.683,14.442,3.52,5,106.23,0.627,1
57.102,19.112,0.982,2,97.917,0.99,0
45.985,17.639,2.068,5,81.129,0.737,0
62.702,10.593,2.762,5,145.555,0.807,1
18.092,17.091,1.769,1,87.687,0.713,0
48.514,16.851,3.261,2,154.051,0.767,1
40.958,16.679,1.774,1,101.186,0.432,1
56.484,18.254,3.949,5,124.54,0.954,0
57.051,18.605,2.262,2,156.178,0.619,1
39.386,14.542,3.138,2,97.082,0.88,0
39.317,28.182,3.221,1,124.155,0.886,0
48.34,8.644,1.71,1,124.821,0.468,1
36.55,12.232,0.141,5,90.003,0.728,0
62.63,40.24,2.797,5,116.668,0.777,0
44.462,9.696,2.48,2,132.344,0.735,1
10.0,7.17,3.011,2,161.028,0.72,1
44.378,23.876,2.151,4,97.553,0.659,0
34.422,1.383,1.927,4,120.376,0.62,1
25.531,16.118,4.609,3,106.188,0.868,1
31.439,35.167,0.78,5,115.801,0.776,0
51.641,5.641,3.207,3,92.246,0.746,0
69.93,2.144,1.768,3,104.929,0.496,1
54.698,6.007,2.031,1,155.546,0.684,1
40.902,25.187,2.051,1,113.823,0.712,0
56.839,26.998,1.516,4,112.283,0.838,0
43.114,13.899,3.028,3,84.428,0.476,1
39.581,23.466,3.93,4,142.73,0.567,1
32.685,29.122,2.917,5,135.409,0.972,0
23.723,32.299,2.514,2,113.818,0.608,1
44.151,16.029,1.315,1,167.034,0.461,1
52.371,0.0,2.969,5,94.022,0.622,1
48.551,11.433,4.772,5,78.731,0.609,1
43.76,14.586,1.981,1,107.152,0.811,0
35.814,15.928,1.986,1,84.583,0.809,0
59.124,16.497,1.783,3,117.22,0.584,1
30.243,26.951,1.862,4,112.196,0.667,0
61.64,28.195,0.1,5,144.587,0.795,0
34.967,16.627,2.846,3,96.328,0.8,0
38.713,26.788,1.47,3,119.961,0.575,1
27.998,20.861,0.629,5,115.557,0.591,0
42.479,18.516,3.229,5,134.976,0.99,0
64.63,25.252,1.21,2,76.088,0.684,0
57.734,18.578,2.027,4,83.067,0.929,0
64.676,34.462,4.013,5,92.632,0.752,0
57.832,6.493,0.85,1,77.469,0.873,0
33.445,13.879,0.714,2,128.37,0.808,0
45.038,16.988,2.696,4,128.657,0.744,0
38.297,21.516,3.664,1,142.762,0.742,1
69.959,28.144,0.668,1,105.628,0.546,1
32.048,17.805,2.848,4,96.128,0.697,0
63.405,6.622,3.039,2,81.585,0.647,1
63.394,24.74,0.135,1,149.107,0.674,1
77.444,24.04,3.278,3,103.333,0.668,1
43.855,2.465,3.364,4,88.225,0.743,0
60.685,17.97,2.057,4,132.513,0.809,1
84.225,5.279,3.778,5,99.824,0.701,0
40.735,12.683,3.65,2,77.991,0.854,0
26.974,10.778,2.513,3,83.979,0.662,0
21.8,24.474,1.903,3,112.716,0.732,0
60.691,18.935,1.33,5,77.831,0.99,0
21.753,7.715,2.359,1,107.432,0.552,1
44.415,25.041,3.027,1,84.056,0.661,1
56.56,6.53,2.043,3,81.62,0.466,1
